"Name","c_2","num_particles","num_per_layer","num_hidden_layers","c_1","omega","epochs","_wandb","epoch","val_loss","train_loss"
"smooth-sweep-215","2","78","15","1","2","0.9","250","null","249","0.16815772851308186","0.13346174789799584"
"dauntless-sweep-214","2","78","14","1","2","0.9","250","null","249","0.09379315127929053","0.10017887403567632"
"happy-sweep-213","2","78","13","1","2","0.9","250","null","249","0.1023841828107834","0.11273064100080066"
"kind-sweep-212","2","78","12","1","2","0.9","250","null","249","0.11015606621901194","0.11372769061062073"
"copper-sweep-211","2","78","11","1","2","0.9","250","null","249","0.0716267521182696","0.07949955637256305"
"easy-sweep-210","2","78","10","1","2","0.9","250","null","249","0.15514642198880513","0.13385346482197444"
"dutiful-sweep-209","2","76","20","1","2","0.9","250","null","249","0.14842730164527893","0.12527494960361055"
"comic-sweep-208","2","76","19","1","2","0.9","250","null","249","0.1431477338075638","0.12565026001797783"
"flowing-sweep-207","2","76","18","1","2","0.9","250","null","249","0.08969669888416926","0.084072907269001"
"glad-sweep-206","2","76","17","1","2","0.9","250","null","249","0.14395874341328938","0.13177939454714457"
"azure-sweep-205","2","76","16","1","2","0.9","250","null","249","0.11236433784166971","0.0984052856763204"
"lunar-sweep-204","2","76","15","1","2","0.9","250","null","249","0.1437209705511729","0.13397439039415784"
"trim-sweep-203","2","76","14","1","2","0.9","250","null","249","0.11069526076316834","0.09683513343334198"
"pleasant-sweep-202","2","76","13","1","2","0.9","250","null","249","0.12034805119037628","0.12649144066704643"
"polished-sweep-201","2","76","12","1","2","0.9","250","null","249","0.11210864235957464","0.12277967482805252"
"comic-sweep-200","2","76","11","1","2","0.9","250","null","249","0.09588432709376016","0.07766711049609715"
"dashing-sweep-199","2","76","10","1","2","0.9","250","null","249","0.15181202391783397","0.12282151381174725"
"sweet-sweep-198","2","74","20","1","2","0.9","250","null","249","0.10582336982091269","0.09686972283654743"
"confused-sweep-197","2","74","19","1","2","0.9","250","null","249","0.20806234180927277","0.1781414892938402"
"ethereal-sweep-196","2","74","18","1","2","0.9","250","null","249","0.1786661446094513","0.15330542988247342"
"misunderstood-sweep-195","2","74","17","1","2","0.9","250","null","249","0.16277127365271252","0.13106876462697983"
"spring-sweep-194","2","74","16","1","2","0.9","250","null","249","0.11141474892695744","0.11435241881344052"
"effortless-sweep-193","2","74","15","1","2","0.9","250","null","249","0.1389274040857951","0.15098143683539497"
"fresh-sweep-192","2","74","14","1","2","0.9","250","null","249","0.1233356883128484","0.12146329118145836"
"gallant-sweep-191","2","74","13","1","2","0.9","250","null","249","0.12402776678403218","0.11155155450105668"
"easy-sweep-190","2","74","12","1","2","0.9","250","null","249","0.11461467842260996","0.1141578409406874"
"sage-sweep-189","2","74","11","1","2","0.9","250","null","249","0.11101072132587432","0.09254640059338676"
"hearty-sweep-188","2","74","10","1","2","0.9","250","null","249","0.17907947103182476","0.17697035008006626"
"zany-sweep-187","2","72","20","1","2","0.9","250","null","249","0.14192528824011486","0.13116759806871414"
"dark-sweep-186","2","72","19","1","2","0.9","250","null","249","0.12120504180590312","0.12581082383791606"
"exalted-sweep-185","2","72","18","1","2","0.9","250","null","249","0.14940565625826518","0.13761528879404067"
"soft-sweep-184","2","72","17","1","2","0.9","250","null","249","0.13796884417533875","0.1344181595577134"
"worldly-sweep-183","2","72","16","1","2","0.9","250","null","249","0.11248224973678587","0.11810483899381426"
"revived-sweep-182","2","72","15","1","2","0.9","250","null","249","0.06737310638030371","0.08047837499115203"
"hearty-sweep-181","2","72","14","1","2","0.9","250","null","249","0.0981668824950854","0.07937639057636262"
"bright-sweep-180","2","72","13","1","2","0.9","250","null","249","0.13841872314612072","0.1513600155711174"
"neat-sweep-179","2","72","12","1","2","0.9","250","null","249","0.1571075588464737","0.146705761551857"
"sweepy-sweep-178","2","72","11","1","2","0.9","250","null","249","0.12195036162932714","0.10652042279640832"
"cool-sweep-177","2","72","10","1","2","0.9","250","null","249","0.15816785295804342","0.15851120452086132"
"rich-sweep-176","2","70","20","1","2","0.9","250","null","249","0.16711986561616263","0.15986367331610785"
"vocal-sweep-175","2","70","19","1","2","0.9","250","null","249","0.1523499091466268","0.1269980659087499"
"magic-sweep-174","2","70","18","1","2","0.9","250","null","249","0.10103128502766293","0.1006467322508494"
"autumn-sweep-173","2","70","17","1","2","0.9","250","null","249","0.12047089536984762","0.10653675082657071"
"glad-sweep-172","2","70","16","1","2","0.9","250","null","249","0.13151496748129526","0.1233960630165206"
"olive-sweep-171","2","70","15","1","2","0.9","250","null","249","0.12581733167171477","0.09823453658156923"
"true-sweep-170","2","70","14","1","2","0.9","250","null","249","0.16379413108030955","0.13504135178195106"
"fallen-sweep-169","2","70","13","1","2","0.9","250","null","249","0.10196982224782308","0.09964709215694004"
"vibrant-sweep-168","2","70","12","1","2","0.9","250","null","249","0.15457922021547954","0.13987252314885457"
"ethereal-sweep-167","2","70","11","1","2","0.9","250","null","249","0.1346690853436788","0.10579607834418615"
"true-sweep-166","2","70","10","1","2","0.9","250","null","249","0.1389485071102778","0.1238004638089074"
"eternal-sweep-165","2","68","20","1","2","0.9","250","null","249","0.11365794241428376","0.09965315577056671"
"graceful-sweep-164","2","68","19","1","2","0.9","250","null","249","0.15095259348551432","0.12662915819221074"
"rural-sweep-163","2","68","18","1","2","0.9","250","null","249","0.16030367314815522","0.1722952385743459"
"expert-sweep-162","2","68","17","1","2","0.9","250","null","249","0.1182766099770864","0.11258760044972102"
"spring-sweep-161","2","68","16","1","2","0.9","250","null","249","0.10854483544826508","0.11150789558887482"
"eternal-sweep-160","2","68","15","1","2","0.9","250","null","249","0.1312759578227997","0.12801443503962623"
"celestial-sweep-158","2","68","13","1","2","0.9","250","null","249","0.15244083901246389","0.1501585129234526"
"different-sweep-159","2","68","14","1","2","0.9","250","null","249","0.12603950003782907","0.12384742531511518"
"clean-sweep-157","2","68","12","1","2","0.9","250","null","249","0.19118908246358235","0.1850945379998949"
"genial-sweep-156","null","68","11","null","null","null","null","null","null","null","null"
"driven-sweep-155","2","68","10","1","2","0.9","250","null","249","0.1502582331498464","0.1398548929227723"
"sandy-sweep-154","2","66","20","1","2","0.9","250","null","249","0.1470477948586146","0.1404552850458357"
"scarlet-sweep-153","null","66","19","null","null","null","null","null","null","null","null"
"neat-sweep-152","null","66","18","null","null","null","null","null","null","null","null"
"fine-sweep-151","2","66","17","1","2","0.9","250","null","249","0.13938701351483662","0.11204272988769744"
"vital-sweep-150","2","66","16","1","2","0.9","250","null","249","0.10963400652011236","0.11415497147374684"
"vague-sweep-149","2","66","15","1","2","0.9","250","null","249","0.13518434862295786","0.14003887209627364"
"playful-sweep-148","2","66","14","1","2","0.9","250","null","249","0.16665518085161846","0.12856468624538844"
"generous-sweep-147","2","66","13","1","2","0.9","250","null","249","0.13605653544267018","0.14264985538191266"
"vibrant-sweep-146","2","66","12","1","2","0.9","250","null","249","0.12040743728478748","0.10448158681392668"
"lilac-sweep-145","2","66","11","1","2","0.9","250","null","249","0.09080128570397696","0.09167139248715508"
"deep-sweep-144","2","66","10","1","2","0.9","250","null","249","0.12167221009731292","0.08829720599783791"
"clear-sweep-143","2","64","20","1","2","0.9","250","null","249","0.11352102359135946","0.12733088533083595"
"avid-sweep-142","2","64","19","1","2","0.9","250","null","249","0.1872020870447159","0.17185562815931107"
"different-sweep-141","2","64","18","1","2","0.9","250","null","249","0.16952369312445323","0.14908823006682925"
"honest-sweep-140","2","64","17","1","2","0.9","250","null","249","0.11931995550791424","0.1028981982005967"
"curious-sweep-139","2","64","16","1","2","0.9","250","null","249","0.13698603014151256","0.1469226896762848"
"divine-sweep-138","2","64","15","1","2","0.9","250","null","249","0.11155447016159692","0.13051509658495586"
"usual-sweep-137","2","64","14","1","2","0.9","250","null","249","0.13916985193888343","0.11686777108245426"
