"Name","c_2","num_hidden_layers","c_1","omega","epochs","num_particles","num_per_layer","_wandb","epoch","val_loss","train_loss"
"young-sweep-373","2","1","2","0.75","250","74","10","null","249","0.0908534382780393","0.05802011001441214"
"exalted-sweep-372","2","1","2","0.7","250","74","10","null","249","0.08636836260557175","0.07447997000482347"
"wise-sweep-371","2","1","2","0.65","250","74","10","null","249","0.0886413370569547","0.06741393150554763"
"dark-sweep-370","2","1","2","0.6","250","74","10","null","249","0.1100940133134524","0.1153999164700508"
"chocolate-sweep-369","2","1","2","0.55","250","74","10","null","249","0.09244494785865148","0.0944102630019188"
"expert-sweep-368","2","1","2","0.5","250","74","10","null","249","0.0986219937602679","0.06550931508342425"
"cerulean-sweep-367","2","1","2","0.45","250","74","10","null","249","0.09677979648113252","0.054733497566647"
"sleek-sweep-366","2","1","2","0.4","250","74","10","null","249","0.07055410494407018","0.05527387857437134"
"different-sweep-365","2","1","2","0.35","250","74","10","null","249","0.09516191730896632","0.07305002750621901"
"easy-sweep-364","2","1","2","0.3","250","74","10","null","249","0.11396881143252056","0.1078936258951823"
"bright-sweep-363","2","1","2","0.25","250","74","10","null","249","0.1145787258942922","0.09845244305001365"
"easy-sweep-362","2","1","2","0.2","250","74","10","null","249","0.11968940397103628","0.11312346706787745"
"different-sweep-361","2","1","2","0.15","250","74","10","null","249","0.14229360222816467","0.1320434249109692"
"zesty-sweep-360","2","1","2","0.1","250","74","10","null","249","0.14169896443684896","0.14108222905132506"
"woven-sweep-359","2","1","2","0.05","250","74","10","null","249","0.1662172625462214","0.11963788304064008"
"earnest-sweep-358","2","1","2","0","250","74","10","null","249","0.15124058425426484","0.15101601382096608"
"stoic-sweep-357","2","1","2","1","250","72","10","null","249","0.2042423744996389","0.1857809258831872"
"firm-sweep-356","2","1","2","0.95","250","72","10","null","249","0.1611037423213323","0.16749355461862353"
"swift-sweep-355","2","1","2","0.9","250","72","10","null","249","0.15816785295804342","0.15851120452086132"
"wandering-sweep-354","2","1","2","0.85","250","72","10","null","249","0.11135282466808956","0.122086734076341"
"unique-sweep-353","2","1","2","0.8","250","72","10","null","249","0.08836552699406942","0.06266389679577615"
"lemon-sweep-352","2","1","2","0.75","250","72","10","null","249","0.050555133571227394","0.05039604778091113"
"charmed-sweep-351","2","1","2","0.7","250","72","10","null","249","0.04771383156379064","0.03712070261438687"
"effortless-sweep-350","2","1","2","0.65","250","72","10","null","249","0.0662950391570727","0.06261863087614378"
"woven-sweep-349","2","1","2","0.6","250","72","10","null","249","0.06479707409938176","0.049749225791957646"
"blooming-sweep-348","2","1","2","0.55","250","72","10","null","249","0.04685494899749756","0.04512655097577307"
"divine-sweep-347","2","1","2","0.5","250","72","10","null","249","0.10536874830722807","0.08152063853210872"
"whole-sweep-346","2","1","2","0.45","250","72","10","null","249","0.07367046773433686","0.05455315626329846"
"visionary-sweep-345","2","1","2","0.4","250","72","10","null","249","0.06930028845866522","0.05446531938181983"
"helpful-sweep-344","2","1","2","0.35","250","72","10","null","249","0.08752791384855906","0.07949054605431027"
"lyric-sweep-343","2","1","2","0.3","250","72","10","null","249","0.15626516342163085","0.1073983727229966"
"rural-sweep-342","2","1","2","0.25","250","72","10","null","249","0.11978423794110615","0.10961478451887768"
"stilted-sweep-341","2","1","2","0.2","250","72","10","null","249","0.14448012212912242","0.1138058814737532"
"worthy-sweep-340","2","1","2","0.15","250","72","10","null","249","0.152068625887235","0.11557464235358768"
"glamorous-sweep-339","2","1","2","0.1","250","72","10","null","249","0.15210491915543875","0.11121424237887063"
"ethereal-sweep-338","2","1","2","0.05","250","72","10","null","249","0.21982379953066508","0.1549370057053036"
"feasible-sweep-337","2","1","2","0","250","72","10","null","249","0.23105649749437968","0.14338640636867947"
"misty-sweep-336","2","1","2","1","250","70","10","null","249","0.15234505434830983","0.12263119435972636"
"brisk-sweep-335","2","1","2","0.95","250","70","10","null","249","0.15392646590868633","0.12778322597344716"
"sleek-sweep-334","2","1","2","0.9","250","70","10","null","249","0.1389485071102778","0.1238004638089074"
"polar-sweep-333","2","1","2","0.85","250","70","10","null","249","0.11711002687613167","0.09924686700105669"
"northern-sweep-332","2","1","2","0.8","250","70","10","null","249","0.0838866059978803","0.06854486755198902"
"golden-sweep-331","2","1","2","0.75","250","70","10","null","249","0.0617221270998319","0.04775974775354067"
"revived-sweep-330","2","1","2","0.7","250","70","10","null","249","0.09122365713119508","0.07132309873898825"
"upbeat-sweep-329","2","1","2","0.65","250","70","10","null","249","0.06782751431067785","0.04534098994400766"
"hardy-sweep-328","2","1","2","0.6","250","70","10","null","249","0.09014337559541066","0.05979320183396339"
"rose-sweep-327","2","1","2","0.55","250","70","10","null","249","0.08165532300869624","0.06592435952689912"
"honest-sweep-326","2","1","2","0.5","250","70","10","null","249","0.10649199932813644","0.06477817056907548"
"fearless-sweep-325","2","1","2","0.45","250","70","10","null","249","0.10311679194370904","0.07282004389497969"
"zany-sweep-324","2","1","2","0.4","250","70","10","null","249","0.0992063398162524","0.07030543718073103"
"fine-sweep-323","2","1","2","0.35","250","70","10","null","249","0.09042436281840006","0.06158255570464664"
"iconic-sweep-322","2","1","2","0.3","250","70","10","null","249","0.10421214699745178","0.06672124084499147"
"iconic-sweep-321","2","1","2","0.25","250","70","10","null","249","0.11051298330227534","0.09217350780963898"
"visionary-sweep-320","2","1","2","0.2","250","70","10","null","249","0.12310197403033576","0.09213935550716187"
"soft-sweep-319","2","1","2","0.15","250","70","10","null","249","0.12376419405142466","0.09841142197450002"
"comfy-sweep-318","null","null","null","0.1","null","70","null","null","null","null","null"
"visionary-sweep-317","2","1","2","0.05","250","70","10","null","249","0.150505597392718","0.13451699283387925"
"blooming-sweep-316","2","1","2","0","250","70","10","null","249","0.16318627496560414","0.12848276032341852"
"true-sweep-315","2","1","2","1","250","68","10","null","249","0.20796496868133543","0.18179449339707693"
"worthy-sweep-314","2","1","2","0.95","250","68","10","null","249","0.20725181698799133","0.1824059277772903"
"twilight-sweep-313","2","1","2","0.9","250","68","10","null","249","0.1502582331498464","0.1398548929227723"
"light-sweep-312","2","1","2","0.85","250","68","10","null","249","0.16602339446544648","0.1368709875477685"
"misty-sweep-311","2","1","2","0.8","250","68","10","null","249","0.08827651689449946","0.06307555254962709"
"classic-sweep-310","2","1","2","0.75","250","68","10","null","249","0.10799481322367986","0.07169046310914887"
"atomic-sweep-309","2","1","2","0.7","250","68","10","null","249","0.09725409497817356","0.08097137378321753"
"dazzling-sweep-308","2","1","2","0.65","250","68","10","null","249","0.09900674670934675","0.08236295150385962"
"silver-sweep-307","2","1","2","0.6","250","68","10","null","249","0.12042305767536164","0.07271251148647732"
"lilac-sweep-306","2","1","2","0.55","250","68","10","null","249","0.10010495682557424","0.09233473555909263"
"restful-sweep-305","2","1","2","0.5","250","68","10","null","249","0.06476022948821386","0.05621024883455701"
"atomic-sweep-304","2","1","2","0.45","250","68","10","null","249","0.08798172722260157","0.0856271892786026"
"brisk-sweep-303","2","1","2","0.4","250","68","10","null","249","0.11124191532532374","0.10286462671226926"
"blooming-sweep-302","2","1","2","0.35","250","68","10","null","249","0.12229841053485872","0.10652479065789117"
"peach-sweep-301","2","1","2","0.3","250","68","10","null","249","0.160197580854098","0.1146615982055664"
"grateful-sweep-300","2","1","2","0.25","250","68","10","null","249","0.14601402481396994","0.14125108751985763"
"azure-sweep-299","2","1","2","0.2","250","68","10","null","249","0.1663327763477961","0.14485748244656457"
"playful-sweep-298","2","1","2","0.15","250","68","10","null","249","0.2152145504951477","0.1634312927722931"
"glamorous-sweep-297","2","1","2","0.1","250","68","10","null","249","0.14957083264986673","0.15590042223532993"
"fresh-sweep-296","2","1","2","0.05","250","68","10","null","249","0.1408645788828532","0.14307640906837252"
"crimson-sweep-295","2","1","2","0","250","68","10","null","249","0.2167118728160858","0.14972302483187783"
"giddy-sweep-294","2","1","2","1","250","66","10","null","249","0.16313513219356535","0.1741785771316952"
"ethereal-sweep-293","2","1","2","0.95","250","66","10","null","249","0.13264352083206177","0.13684247434139252"
"zesty-sweep-292","2","1","2","0.9","250","66","10","null","249","0.12167221009731292","0.08829720599783791"
"deep-sweep-291","2","1","2","0.85","250","66","10","null","249","0.0699130192399025","0.06710592127508587"
"swept-sweep-290","2","1","2","0.8","250","66","10","null","249","0.03848497544725736","0.03606163900759485"
"curious-sweep-289","2","1","2","0.75","250","66","10","null","249","0.06503532826900482","0.046915787127282886"
"autumn-sweep-288","2","1","2","0.7","250","66","10","null","249","0.04003789747754733","0.0343353151033322"
"volcanic-sweep-287","2","1","2","0.65","250","66","10","null","249","0.0970642293492953","0.08286915024121602"
"lyric-sweep-286","2","1","2","0.6","250","66","10","null","249","0.14620061218738556","0.11020073145627976"
"misty-sweep-285","2","1","2","0.55","250","66","10","null","249","0.12581407229105632","0.08018175943030251"
"leafy-sweep-284","2","1","2","0.5","250","66","10","null","249","0.08850182642539342","0.08624745640489791"
"twilight-sweep-283","2","1","2","0.45","250","66","10","null","249","0.12353914181391398","0.11622908181614346"
"clear-sweep-282","2","1","2","0.4","250","66","10","null","249","0.11100323448578515","0.10093482302294836"
"stoic-sweep-281","2","1","2","0.35","250","66","10","null","249","0.14079201420148213","0.1258959154287974"
"snowy-sweep-280","2","1","2","0.3","250","66","10","null","249","0.1065370281537374","0.11561081376340654"
"balmy-sweep-279","2","1","2","0.25","250","66","10","null","249","0.11943258941173554","0.11166944536897871"
"ethereal-sweep-278","2","1","2","0.2","250","66","10","null","249","0.13256149888038635","0.10193622575865852"
"vivid-sweep-277","2","1","2","0.15","250","66","10","null","249","0.12548339863618216","0.12874549561076695"
"colorful-sweep-276","2","1","2","0.1","250","66","10","null","249","0.1376245439052582","0.15316571460829842"
"super-sweep-275","2","1","2","0.05","250","66","10","null","249","0.17291824718316395","0.16196204059653813"
"decent-sweep-274","2","1","2","0","250","66","10","null","249","0.16362513800462086","0.15316376619868807"
"toasty-sweep-273","2","1","2","1","250","64","10","null","249","0.2092492550611496","0.2097852243317498"
"breezy-sweep-272","2","1","2","0.95","250","64","10","null","249","0.1722095896800359","0.18335887690385183"
"iconic-sweep-271","2","1","2","0.9","250","64","10","null","249","0.14250856240590412","0.11882294979360368"
"serene-sweep-270","2","1","2","0.85","250","64","10","null","249","0.06896076947450638","0.06040673131744067"
"fancy-sweep-269","2","1","2","0.8","250","64","10","null","249","0.06463251858949662","0.047779301553964613"
"hearty-sweep-268","2","1","2","0.75","250","64","10","null","249","0.07361221214135488","0.05781392893857426"
"jumping-sweep-267","2","1","2","0.7","250","64","10","null","249","0.060041264196236926","0.05024633796678649"
"divine-sweep-266","2","1","2","0.65","250","64","10","null","249","0.10436271528402964","0.07230967614385816"
"sparkling-sweep-265","2","1","2","0.6","250","64","10","null","249","0.07425553649663925","0.059389887087874946"
"glamorous-sweep-264","2","1","2","0.55","250","64","10","null","249","0.10208160877227784","0.09277077317237854"
"fluent-sweep-263","2","1","2","0.5","250","64","10","null","249","0.113714266816775","0.07546911868784163"
"pleasant-sweep-262","2","1","2","0.45","250","64","10","null","249","0.1285343865553538","0.11577342881096732"
"exalted-sweep-261","2","1","2","0.4","250","64","10","null","249","0.13829010228315988","0.10292094482315912"
"radiant-sweep-260","2","1","2","0.35","250","64","10","null","249","0.11963931421438852","0.0964232865307066"
"worthy-sweep-259","2","1","2","0.3","250","64","10","null","249","0.1376332422097524","0.1286639561255773"
"hopeful-sweep-258","2","1","2","0.25","250","64","10","null","249","0.1119713415702184","0.09396899176968468"
"magic-sweep-257","2","1","2","0.2","250","64","10","null","249","0.17664344608783722","0.13899204201168483"
"woven-sweep-256","2","1","2","0.15","250","64","10","null","249","0.16153749326864875","0.14435177776548597"
"divine-sweep-255","2","1","2","0.1","250","64","10","null","249","0.1700315962235133","0.14926036298274994"
"proud-sweep-254","2","1","2","0.05","250","64","10","null","249","0.18438821732997895","0.17786653108066983"
"tough-sweep-253","2","1","2","0","250","64","10","null","249","0.19281050066153207","0.18302523295084636"
"lemon-sweep-252","2","1","2","1","250","62","10","null","249","0.17318518459796906","0.1841232359409332"
"morning-sweep-251","2","1","2","0.95","250","62","10","null","249","0.16013158361117044","0.14401915106508467"
"twilight-sweep-250","2","1","2","0.9","250","62","10","null","249","0.13706842760245003","0.12870110356145434"
"avid-sweep-249","2","1","2","0.85","250","62","10","null","249","0.1078995481133461","0.06891901004645559"
"playful-sweep-248","2","1","2","0.8","250","62","10","null","249","0.12442004084587097","0.08474830504920748"
"serene-sweep-247","2","1","2","0.75","250","62","10","null","249","0.0766218662261963","0.07293669829765956"
"crimson-sweep-246","2","1","2","0.7","250","62","10","null","249","0.10962603688240052","0.07244017703665627"
"golden-sweep-245","2","1","2","0.65","250","62","10","null","249","0.07010920097430547","0.06384593355986808"
"toasty-sweep-244","2","1","2","0.6","250","62","10","null","249","0.08324563006560008","0.06155362948775291"
"jolly-sweep-243","2","1","2","0.55","250","62","10","null","249","0.08200653046369552","0.06921928152441978"
"iconic-sweep-242","2","1","2","0.5","250","62","10","null","249","0.13717243174711863","0.10775934590233696"
"stilted-sweep-241","2","1","2","0.45","250","62","10","null","249","0.09622629632552464","0.08725009808937709"
"jumping-sweep-240","2","1","2","0.4","250","62","10","null","249","0.11459628144900004","0.1027326633532842"
"hardy-sweep-239","2","1","2","0.35","250","62","10","null","249","0.12489966054757436","0.09880369404951732"
"classic-sweep-238","2","1","2","0.3","250","62","10","null","249","0.10826866179704668","0.08989643603563309"
"lively-sweep-237","2","1","2","0.25","250","62","10","null","249","0.1285135438044866","0.11855938153134452"
"proud-sweep-236","2","1","2","0.2","250","62","10","null","249","0.15605450570583343","0.1318988687462277"
"dry-sweep-235","2","1","2","0.15","250","62","10","null","249","0.12678295175234475","0.0832732540037897"
"rural-sweep-234","2","1","2","0.1","250","62","10","null","249","0.15407826900482177","0.14272982974847157"
"dainty-sweep-233","2","1","2","0.05","250","62","10","null","249","0.1647345781326294","0.16433313025368584"
"frosty-sweep-232","2","1","2","0","250","62","10","null","249","0.13867898682753246","0.15100192030270895"
"snowy-sweep-231","2","1","2","1","250","60","10","null","249","0.1786768784125646","0.16413226193851896"
"balmy-sweep-230","2","1","2","0.95","250","60","10","null","249","0.1444437911113103","0.13776819888088437"
"glad-sweep-229","2","1","2","0.9","250","60","10","null","249","0.1304332007964452","0.12499167952272627"
"drawn-sweep-228","2","1","2","0.85","250","60","10","null","249","0.12495963573455812","0.13040131893422868"
"whole-sweep-227","2","1","2","0.8","250","60","10","null","249","0.11162369350592297","0.08794924120108287"
"floral-sweep-226","2","1","2","0.75","250","60","10","null","249","0.07918481727441153","0.059043963419066536"
"curious-sweep-225","2","1","2","0.7","250","60","10","null","249","0.0980008453130722","0.08982539127270381"
"super-sweep-224","2","1","2","0.65","250","60","10","null","249","0.10437345355749132","0.07740051382117802"
"genial-sweep-223","2","1","2","0.6","250","60","10","null","249","0.084892704586188","0.07611969295475218"
"northern-sweep-222","2","1","2","0.55","250","60","10","null","249","0.06937437057495117","0.05638194489810202"
"dark-sweep-221","2","1","2","0.5","250","60","10","null","249","0.09290959139664969","0.0476988119383653"
"confused-sweep-220","2","1","2","0.45","250","60","10","null","249","0.07180656045675278","0.04638577385081185"
"true-sweep-219","2","1","2","0.4","250","60","10","null","249","0.06845258623361587","0.050638597789737914"
"neat-sweep-218","2","1","2","0.35","250","60","10","null","249","0.08493649909893672","0.06737438986698786"
"resilient-sweep-217","2","1","2","0.3","250","60","10","null","249","0.0964708278576533","0.06612717045678032"
"celestial-sweep-216","2","1","2","0.25","250","60","10","null","249","0.09102191378672918","0.06410915354887645"
"valiant-sweep-215","2","1","2","0.2","250","60","10","null","249","0.11550424297650656","0.10076275335417852"
"logical-sweep-214","2","1","2","0.15","250","60","10","null","249","0.1298580954472224","0.13262246996164323"
"eternal-sweep-213","2","1","2","0.1","250","60","10","null","249","0.09270313531160354","0.089165960252285"
"lyric-sweep-212","2","1","2","0.05","250","60","10","null","249","0.1282360444466273","0.09170936379167768"
"light-sweep-211","2","1","2","0","250","60","10","null","249","0.17432184914747875","0.14044740034474268"
"avid-sweep-210","2","1","2","1","250","58","10","null","249","0.16221205691496532","0.1770649426513248"
"unique-sweep-209","2","1","2","0.95","250","58","10","null","249","0.1338499257961909","0.14700119660960304"
"amber-sweep-208","2","1","2","0.9","250","58","10","null","249","0.2367009441057841","0.16524286170800526"
"warm-sweep-207","2","1","2","0.85","250","58","10","null","249","0.13957926432291667","0.1107142589158482"
"legendary-sweep-206","2","1","2","0.8","250","58","10","null","249","0.08528570383787155","0.07730712559488084"
"morning-sweep-205","2","1","2","0.75","250","58","10","null","249","0.0880252480506897","0.07009606526957618"
"rural-sweep-204","2","1","2","0.7","250","58","10","null","249","0.031810228774944944","0.03642723759015401"
"trim-sweep-203","2","1","2","0.65","250","58","10","null","249","0.04886312633752823","0.039197569423251685"
"dainty-sweep-202","2","1","2","0.6","250","58","10","null","249","0.1303938627243042","0.1084554609325197"
"cool-sweep-201","2","1","2","0.55","250","58","10","null","249","0.11037529011567432","0.09342215458552044"
"scarlet-sweep-200","2","1","2","0.5","250","58","10","null","249","0.09101923803488414","0.09663319637378057"
"fine-sweep-199","2","1","2","0.45","250","58","10","null","249","0.16395398875077566","0.100174570745892"
"exalted-sweep-198","2","1","2","0.4","250","58","10","null","249","0.12866107324759166","0.1253237118323644"
"lilac-sweep-197","2","1","2","0.35","250","58","10","null","249","0.1590017964442571","0.1374841562575764"
"wobbly-sweep-196","2","1","2","0.3","250","58","10","null","249","0.1213923046986262","0.12458638267384636"
"smooth-sweep-195","2","1","2","0.25","250","58","10","null","249","0.15154981712500254","0.10875961416297487"
"colorful-sweep-194","2","1","2","0.2","250","58","10","null","249","0.1356564203898112","0.13294483870267867"
"quiet-sweep-193","2","1","2","0.15","250","58","10","null","249","0.1514165739218394","0.15311373405986362"
"whole-sweep-192","2","1","2","0.1","250","58","10","null","249","0.15318547288576762","0.15962379144297706"
"floral-sweep-191","2","1","2","0.05","250","58","10","null","249","0.14776900112628938","0.1483941458993488"
"usual-sweep-190","2","1","2","0","250","58","10","null","249","0.1828641523917516","0.17804771463076274"
"robust-sweep-189","2","1","2","1","250","56","10","null","249","0.20187798937161763","0.1814785427517361"
"vivid-sweep-188","2","1","2","0.95","250","56","10","null","249","0.19350220362345377","0.20090832346015505"
"solar-sweep-187","2","1","2","0.9","250","56","10","null","249","0.14486888746420545","0.1645084646013048"
"azure-sweep-186","2","1","2","0.85","250","56","10","null","249","0.1332005888223648","0.12174560659461552"
"rich-sweep-185","2","1","2","0.8","250","56","10","null","249","0.1059612567226092","0.08988108403152889"
"golden-sweep-184","2","1","2","0.75","250","56","10","null","249","0.0911843573053678","0.04484276589420107"
"vague-sweep-183","2","1","2","0.7","250","56","10","null","249","0.08171157836914063","0.040981561525000466"
"ancient-sweep-182","2","1","2","0.65","250","56","10","null","249","0.12532701790332795","0.11013838400443396"
"easy-sweep-181","2","1","2","0.6","250","56","10","null","249","0.0891501506169637","0.07739546447992325"
"stellar-sweep-180","2","1","2","0.55","250","56","10","null","249","0.07462993363539377","0.060182991209957334"
"true-sweep-179","2","1","2","0.5","250","56","10","null","249","0.11134322384993237","0.066958154241244"
"mild-sweep-178","2","1","2","0.45","250","56","10","null","249","0.1047647088766098","0.08441276186042362"
"earnest-sweep-177","2","1","2","0.4","250","56","10","null","249","0.10565520773331324","0.07795764257510503"
"dainty-sweep-176","2","1","2","0.35","250","56","10","null","249","0.10489915013313292","0.08096643901533551"
"driven-sweep-175","2","1","2","0.3","250","56","10","null","249","0.10687223772207896","0.08856553071075016"
"wobbly-sweep-174","2","1","2","0.25","250","56","10","null","249","0.1415407915910085","0.09745877302355237"
"expert-sweep-173","2","1","2","0.2","250","56","10","null","249","0.12573957294225693","0.09502071970038944"
"kind-sweep-172","null","null","null","0.15","null","56","null","null","null","null","null"
"amber-sweep-171","2","1","2","0.1","250","56","10","null","249","0.0935582662622134","0.09239960809548696"
"laced-sweep-170","null","null","null","0.05","null","56","null","null","null","null","null"
"smart-sweep-169","2","1","2","0","250","56","10","null","249","0.1781350553035736","0.17028919392161898"
"cool-sweep-168","2","1","2","1","250","54","10","null","249","0.12755660712718964","0.10407658219337464"
"soft-sweep-167","2","1","2","0.95","250","54","10","null","249","0.15101052323977152","0.14076325926515793"
"mild-sweep-166","2","1","2","0.9","250","54","10","null","249","0.13932001888751985","0.15634853939215343"
"bright-sweep-165","2","1","2","0.85","250","54","10","null","249","0.09228394975264868","0.08748568296432495"
"balmy-sweep-164","2","1","2","0.8","250","54","10","null","249","0.09462517201900482","0.09158051990800434"
"fallen-sweep-163","2","1","2","0.75","250","54","10","null","249","0.09329029818375906","0.06955035419927703"
"copper-sweep-162","null","null","null","0.7","null","54","null","null","null","null","null"
"dashing-sweep-161","2","1","2","0.65","250","54","10","null","249","0.09850304226080576","0.07811560399002498"
"soft-sweep-160","2","1","2","0.6","250","54","10","null","249","0.0799055258433024","0.059732481920056875"
"brisk-sweep-159","null","null","null","0.55","null","54","null","null","null","null","null"
"zesty-sweep-158","null","null","null","0.5","null","54","null","null","null","null","null"
"confused-sweep-157","2","1","2","0.45","250","54","10","null","249","0.10041531423727672","0.0644224355618159"
"honest-sweep-156","2","1","2","0.4","250","54","10","null","249","0.08746341913938523","0.06097642299201753"
"mild-sweep-155","2","1","2","0.35","250","54","10","null","249","0.103115247686704","0.09115914189153249"
"dainty-sweep-154","2","1","2","0.3","250","54","10","null","249","0.1408827483654022","0.13294562697410583"
"true-sweep-153","2","1","2","0.25","250","54","10","null","249","0.13810086150964102","0.11866128610240088"
"ancient-sweep-152","2","1","2","0.2","250","54","10","null","249","0.12391985058784484","0.12738006545437708"
"unique-sweep-151","2","1","2","0.15","250","54","10","null","249","0.12569143970807392","0.11833292676342858"
"decent-sweep-150","2","1","2","0.1","250","54","10","null","249","0.19226361016432444","0.188377622101042"
"magic-sweep-149","2","1","2","0.05","250","54","10","null","249","0.1429374486207962","0.16021085646417405"
"leafy-sweep-148","2","1","2","0","250","54","10","null","249","0.17855532070000965","0.18390955759419336"
"jolly-sweep-147","2","1","2","1","250","52","10","null","249","0.19430831372737883","0.1639751182662116"
"glorious-sweep-146","2","1","2","0.95","250","52","10","null","249","0.2030358950297038","0.15145820445484584"
"young-sweep-145","2","1","2","0.9","250","52","10","null","249","0.16414227386315663","0.1321748846107059"
"northern-sweep-144","2","1","2","0.85","250","52","10","null","249","0.10993707478046418","0.07602701402372784"
"rose-sweep-143","2","1","2","0.8","250","52","10","null","249","0.08315442750851314","0.04493280127644539"
"crisp-sweep-142","2","1","2","0.75","250","52","10","null","249","0.09658966958522797","0.05007768314745691"
"trim-sweep-141","2","1","2","0.7","250","52","10","null","249","0.055207510789235435","0.04119887343711323"
"atomic-sweep-140","2","1","2","0.65","250","52","10","null","249","0.06704947849114735","0.037769082602527405"
"atomic-sweep-139","2","1","2","0.6","250","52","10","null","249","0.08964126060406367","0.06682918121417364"
"flowing-sweep-138","2","1","2","0.55","250","52","10","null","249","0.06977206418911616","0.052974575592411886"
"stoic-sweep-137","2","1","2","0.5","250","52","10","null","249","0.11887571016947428","0.09419912132951948"
"distinctive-sweep-136","2","1","2","0.45","250","52","10","null","249","0.08955709487199784","0.07138750586244795"
"frosty-sweep-135","2","1","2","0.4","250","52","10","null","249","0.1004365419348081","0.09431959788004556"
"elated-sweep-134","2","1","2","0.35","250","52","10","null","249","0.12744791706403097","0.07749432656500074"
"earnest-sweep-133","2","1","2","0.3","250","52","10","null","249","0.12883937656879424","0.09850231177277036"
"kind-sweep-132","2","1","2","0.25","250","52","10","null","249","0.13613273203372955","0.10609904312425188"
"bumbling-sweep-131","2","1","2","0.2","250","52","10","null","249","0.15177067418893178","0.12514422833919525"
"earnest-sweep-130","2","1","2","0.15","250","52","10","null","249","0.1802564134200414","0.1446301493379805"
"youthful-sweep-129","2","1","2","0.1","250","52","10","null","249","0.1879720240831375","0.15331576367219288"
"curious-sweep-128","2","1","2","0.05","250","52","10","null","249","0.1850092480580012","0.14987117283874088"
"brisk-sweep-127","2","1","2","0","250","52","10","null","249","0.20451527138551076","0.2105607012907664"
"curious-sweep-126","2","1","2","1","250","50","10","null","249","0.1967058151960373","0.189377576775021"
"swept-sweep-125","2","1","2","0.95","250","50","10","null","249","0.15574199656645457","0.14435541696018642"
"noble-sweep-124","2","1","2","0.9","250","50","10","null","249","0.12997320691744488","0.12680289927456115"
"fancy-sweep-123","2","1","2","0.85","250","50","10","null","249","0.11341764827569326","0.11025382495588726"
"elated-sweep-122","2","1","2","0.8","250","50","10","null","249","0.08480115284522374","0.061508692138724855"
"unique-sweep-121","2","1","2","0.75","250","50","10","null","249","0.1028819426894188","0.08304921587308248"
"hopeful-sweep-120","2","1","2","0.7","250","50","10","null","249","0.15124683578809103","0.09461321930090588"
"distinctive-sweep-119","2","1","2","0.65","250","50","10","null","249","0.10917859474817912","0.09668676058451336"
"amber-sweep-118","2","1","2","0.6","250","50","10","null","249","0.10427041153113048","0.0811463948753145"
"devoted-sweep-117","2","1","2","0.55","250","50","10","null","249","0.13824642697970072","0.12059297843111884"
"silver-sweep-116","2","1","2","0.5","250","50","10","null","249","0.14034623503684998","0.10915132313966752"
"wild-sweep-115","2","1","2","0.45","250","50","10","null","249","0.10374080340067546","0.09717821445729996"
"amber-sweep-114","2","1","2","0.4","250","50","10","null","249","0.12369716862837474","0.10910651849375833"
"easy-sweep-113","2","1","2","0.35","250","50","10","null","249","0.10768826007843016","0.11393685539563496"
"easy-sweep-112","2","1","2","0.3","250","50","10","null","249","0.1410865475734075","0.11011569566196866"
"floral-sweep-111","2","1","2","0.25","250","50","10","null","249","0.13024055262406667","0.10336026516225603"
"major-sweep-110","2","1","2","0.2","250","50","10","null","249","0.19456609884897869","0.13472723513841628"
"serene-sweep-109","2","1","2","0.15","250","50","10","null","249","0.14160861670970917","0.13530665238698322"
"decent-sweep-108","2","1","2","0.1","250","50","10","null","249","0.16941397190093993","0.1640414641963111"
"chocolate-sweep-107","2","1","2","0.05","250","50","10","null","249","0.14407995343208313","0.13918773498800066"
"dulcet-sweep-106","2","1","2","0","250","50","10","null","249","0.1352926899989446","0.14239685700999366"
"faithful-sweep-105","2","1","2","1","250","48","10","null","249","0.1943846732378006","0.175026203195254"
"gentle-sweep-104","2","1","2","0.95","250","48","10","null","249","0.1449309080839157","0.1423039221101337"
"zesty-sweep-103","2","1","2","0.9","250","48","10","null","249","0.15352576275666557","0.11557361119323306"
"apricot-sweep-102","2","1","2","0.85","250","48","10","null","249","0.12815847992897034","0.09135785450538"
"fragrant-sweep-101","2","1","2","0.8","250","48","10","null","249","0.08996687332789104","0.06210740250017908"
"silver-sweep-100","2","1","2","0.75","250","48","10","null","249","0.1257047176361084","0.1017715260386467"
"hopeful-sweep-99","2","1","2","0.7","250","48","10","null","249","0.08613591988881429","0.07513278838660982"
"cosmic-sweep-98","2","1","2","0.65","250","48","10","null","249","0.13879790206750234","0.11405339241027831"
"sweepy-sweep-97","2","1","2","0.6","250","48","10","null","249","0.10057997405529022","0.07915793177154329"
"crisp-sweep-96","2","1","2","0.55","250","48","10","null","249","0.10662426104148227","0.08661230934990777"
"dry-sweep-95","2","1","2","0.5","250","48","10","null","249","0.12256427903970082","0.12103038281202316"
"cosmic-sweep-94","2","1","2","0.45","250","48","10","null","249","0.1319575677315394","0.1046721663739946"
"helpful-sweep-93","2","1","2","0.4","250","48","10","null","249","0.11315180659294127","0.1011178140838941"
"faithful-sweep-92","2","1","2","0.35","250","48","10","null","249","0.09272543887297312","0.10655205729934904"
"stellar-sweep-91","2","1","2","0.3","250","48","10","null","249","0.13763398428757986","0.1206515626774894"
"gentle-sweep-90","2","1","2","0.25","250","48","10","null","249","0.12061928610006968","0.09406039665142694"
