"Name","c_1","num_particles","num_hidden_layers","c_2","omega","epochs","num_per_layer","_wandb","epoch","val_loss","train_loss"
"feasible-sweep-99","2","99","1","2","0.9","250","10","null","249","0.1070602277914683","0.09622434311442904"
"kind-sweep-98","2","98","1","2","0.9","250","10","null","249","0.1291889677445094","0.13131779233614604"
"absurd-sweep-97","2","97","1","2","0.9","250","10","null","249","0.09780060946941375","0.09943804028961394"
"pretty-sweep-96","2","96","1","2","0.9","250","10","null","249","0.12300446629524232","0.10550033036205504"
"eternal-sweep-95","2","95","1","2","0.9","250","10","null","249","0.08818686008453369","0.08466115527682834"
"astral-sweep-94","2","94","1","2","0.9","250","10","null","249","0.17336597740650178","0.12917081084516313"
"eager-sweep-93","2","93","1","2","0.9","250","10","null","249","0.18622566858927408","0.16560190485583412"
"major-sweep-92","2","92","1","2","0.9","250","10","null","249","0.0997866248091062","0.10128257837560442"
"zesty-sweep-91","2","91","1","2","0.9","250","10","null","249","0.1272213190793991","0.10542549788951874"
"flowing-sweep-90","2","90","1","2","0.9","250","10","null","249","0.0891525814930598","0.07283613002962536"
"dainty-sweep-89","2","89","1","2","0.9","250","10","null","249","0.12001102070013682","0.12625454448991352"
"legendary-sweep-88","2","88","1","2","0.9","250","10","null","249","0.10036560396353404","0.10772592971722283"
"prime-sweep-87","2","87","1","2","0.9","250","10","null","249","0.15276967585086823","0.12219796429077784"
"silvery-sweep-86","2","86","1","2","0.9","250","10","null","249","0.1695430099964142","0.15573209159904056"
"eager-sweep-85","2","85","1","2","0.9","250","10","null","249","0.17389161090056102","0.15476632979181076"
"silver-sweep-84","2","84","1","2","0.9","250","10","null","249","0.14166378875573477","0.1285944307843844"
"morning-sweep-83","2","83","1","2","0.9","250","10","null","249","0.10663380374511083","0.10952230576011868"
"olive-sweep-82","2","82","1","2","0.9","250","10","null","249","0.1189182033141454","0.11322852340009476"
"eager-sweep-81","2","81","1","2","0.9","250","10","null","249","0.12607879439989725","0.10706949134667716"
"sparkling-sweep-80","2","80","1","2","0.9","250","10","null","249","0.12224503656228385","0.12857329613632626"
"curious-sweep-79","2","79","1","2","0.9","250","10","null","249","0.14008731146653494","0.149325496951739"
"daily-sweep-78","2","78","1","2","0.9","250","10","null","249","0.15514642198880513","0.13385346482197444"
"sleek-sweep-77","2","77","1","2","0.9","250","10","null","249","0.1573294738928477","0.1286356258723471"
"sweepy-sweep-76","2","76","1","2","0.9","250","10","null","249","0.15181202391783397","0.12282151381174725"
"lemon-sweep-75","2","75","1","2","0.9","250","10","null","249","0.12876680095990498","0.11862245914008884"
"dandy-sweep-74","2","74","1","2","0.9","250","10","null","249","0.17907947103182476","0.17697035008006626"
"dashing-sweep-73","2","73","1","2","0.9","250","10","null","249","0.11707824071248372","0.1011918604373932"
"fluent-sweep-72","2","72","1","2","0.9","250","10","null","249","0.15816785295804342","0.15851120452086132"
"cerulean-sweep-71","2","71","1","2","0.9","250","10","null","249","0.10560637861490248","0.112290891011556"
"unique-sweep-70","2","70","1","2","0.9","250","10","null","249","0.1389485071102778","0.1238004638089074"
"lyric-sweep-69","2","69","1","2","0.9","250","10","null","249","0.09730541855096816","0.08259342428710725"
"light-sweep-68","2","68","1","2","0.9","250","10","null","249","0.1502582331498464","0.1398548929227723"
"stellar-sweep-67","2","67","1","2","0.9","250","10","null","249","0.15860964755217236","0.14903294874562156"
"fine-sweep-66","2","66","1","2","0.9","250","10","null","249","0.12167221009731292","0.08829720599783791"
"azure-sweep-65","2","65","1","2","0.9","250","10","null","249","0.16487940351168315","0.14194583263662125"
"jumping-sweep-64","2","64","1","2","0.9","250","10","null","249","0.14250856240590412","0.11882294979360368"
"young-sweep-63","2","63","1","2","0.9","250","10","null","249","0.10761263767878214","0.09882267382409836"
"magic-sweep-62","2","62","1","2","0.9","250","10","null","249","0.13706842760245003","0.12870110356145434"
"revived-sweep-61","2","61","1","2","0.9","250","10","null","249","0.1468678335348765","0.14849093324608273"
"eager-sweep-60","2","60","1","2","0.9","250","10","null","249","0.1304332007964452","0.12499167952272627"
"eager-sweep-59","2","59","1","2","0.9","250","10","null","249","0.1707932154337565","0.1471908642186059"
"solar-sweep-58","2","58","1","2","0.9","250","10","null","249","0.2367009441057841","0.16524286170800526"
"spring-sweep-57","2","57","1","2","0.9","250","10","null","249","0.14007425506909688","0.15566306743356917"
"whole-sweep-56","2","56","1","2","0.9","250","10","null","249","0.14486888746420545","0.1645084646013048"
"gentle-sweep-55","2","55","1","2","0.9","250","10","null","249","0.1678929418325424","0.15412394404411317"
"bright-sweep-54","2","54","1","2","0.9","250","10","null","249","0.13932001888751985","0.15634853939215343"
"azure-sweep-53","2","53","1","2","0.9","250","10","null","249","0.1739413340886434","0.16090740495257908"
"vocal-sweep-52","2","52","1","2","0.9","250","10","null","249","0.16414227386315663","0.1321748846107059"
"true-sweep-51","2","51","1","2","0.9","250","10","null","249","0.1795214315255483","0.13344906767209372"
"fine-sweep-50","2","50","1","2","0.9","250","10","null","249","0.12997320691744488","0.12680289927456115"
"astral-sweep-49","2","49","1","2","0.9","250","10","null","249","0.11889025270938872","0.11505716691414516"
"dainty-sweep-48","2","48","1","2","0.9","250","10","null","249","0.15352576275666557","0.11557361119323306"
"rare-sweep-47","2","47","1","2","0.9","250","10","null","249","0.15756739775339762","0.14186312986744776"
"sandy-sweep-46","2","46","1","2","0.9","250","10","null","249","0.265773610273997","0.187831848859787"
"fresh-sweep-45","2","45","1","2","0.9","250","10","null","249","0.24925113320350648","0.2109861367278629"
"glowing-sweep-44","2","44","1","2","0.9","250","10","null","249","0.10532206694285076","0.0997811958193779"
"toasty-sweep-43","2","43","1","2","0.9","250","10","null","249","0.17604868710041047","0.1619620591402054"
"elated-sweep-42","2","42","1","2","0.9","250","10","null","249","0.1603144218524297","0.11332670946915945"
"serene-sweep-41","2","41","1","2","0.9","250","10","null","249","0.11865709821383158","0.11902156604660882"
"true-sweep-40","2","40","1","2","0.9","250","10","null","249","0.14447501401106516","0.14294666813479528"
"dashing-sweep-39","2","39","1","2","0.9","250","10","null","249","0.1663021335999171","0.150815482934316"
"swept-sweep-38","2","38","1","2","0.9","250","10","null","249","0.15859515070915223","0.16495944261550904"
"bumbling-sweep-37","2","37","1","2","0.9","250","10","null","249","0.19758760631084443","0.16097949246565502"
"swept-sweep-36","2","36","1","2","0.9","250","10","null","249","0.2121824473142624","0.1596050219403373"
"glorious-sweep-35","2","35","1","2","0.9","250","10","null","249","0.15598682363828023","0.15022839374012417"
"polar-sweep-34","2","34","1","2","0.9","250","10","null","249","0.20383689006169636","0.16620239052507613"
"stilted-sweep-33","2","33","1","2","0.9","250","10","null","249","0.12630993028481802","0.144231112798055"
"radiant-sweep-32","2","32","1","2","0.9","250","10","null","249","0.16397646367549895","0.15734588139586975"
"misty-sweep-31","2","31","1","2","0.9","250","10","null","249","0.16672732830047607","0.14249155951870812"
"dauntless-sweep-30","2","30","1","2","0.9","250","10","null","249","0.14078504343827566","0.1584375222524007"
"jolly-sweep-29","2","29","1","2","0.9","250","10","null","249","0.12565203607082367","0.12916221287515428"
"major-sweep-28","2","28","1","2","0.9","250","10","null","249","0.1172514150540034","0.1289665303296513"
"wild-sweep-27","2","27","1","2","0.9","250","10","null","249","0.1082018459836642","0.10697154170937008"
"dark-sweep-26","2","26","1","2","0.9","250","10","null","249","0.18264878888924915","0.19510994288656447"
"graceful-sweep-25","2","25","1","2","0.9","250","10","null","249","0.15347941716512045","0.16353894372781116"
"winter-sweep-24","2","24","1","2","0.9","250","10","null","249","0.124330568810304","0.13492358956072065"
"bright-sweep-23","2","23","1","2","0.9","250","10","null","249","0.09838064014911652","0.09871754878097112"
"breezy-sweep-22","2","22","1","2","0.9","250","10","null","249","0.12458190868298212","0.10728005071481068"
"electric-sweep-21","2","21","1","2","0.9","250","10","null","249","0.1320669154326121","0.13862185246414607"
"sandy-sweep-20","2","20","1","2","0.9","250","10","null","249","0.17680129706859588","0.18714048233297137"
"colorful-sweep-19","2","19","1","2","0.9","250","10","null","249","0.1101672738790512","0.12170596851242912"
"zesty-sweep-18","2","18","1","2","0.9","250","10","null","249","0.17746628125508626","0.17711020641856723"
"sweepy-sweep-17","2","17","1","2","0.9","250","10","null","249","0.23381776611010233","0.22375840147336323"
"exalted-sweep-16","2","16","1","2","0.9","250","10","null","249","0.13005770246187845","0.1347100986374749"
"distinctive-sweep-15","2","15","1","2","0.9","250","10","null","249","0.13700719078381857","0.1510801828569836"
"astral-sweep-14","2","14","1","2","0.9","250","10","null","249","0.17033533255259195","0.18148512674702535"
"icy-sweep-13","2","13","1","2","0.9","250","10","null","249","0.131539922952652","0.15143217941125234"
"lunar-sweep-12","2","12","1","2","0.9","250","10","null","249","0.1355395346879959","0.14072788457075755"
"splendid-sweep-11","2","11","1","2","0.9","250","10","null","249","0.2725284914175669","0.27701617081960045"
"laced-sweep-10","2","10","1","2","0.9","250","10","null","249","0.2000379353761673","0.22099135683642493"
"snowy-sweep-9","2","9","1","2","0.9","250","10","null","249","0.19926202992598216","0.21157636211978065"
"jolly-sweep-8","2","8","1","2","0.9","250","10","null","249","0.24038940171400705","0.22159480584992303"
"fresh-sweep-7","2","7","1","2","0.9","250","10","null","249","0.3151237984498342","0.3206026507748498"
"misty-sweep-6","2","6","1","2","0.9","250","10","null","249","0.5072964787483215","0.4720797446038988"
"soft-sweep-5","2","5","1","2","0.9","250","10","null","249","0.7327858169873556","0.6571029014057583"
"wandering-sweep-4","2","4","1","2","0.9","250","10","null","249","0.4670533657073974","0.4049050099319882"
"jumping-sweep-3","2","3","1","2","0.9","250","10","null","249","0.5838209430376688","0.5685960372289022"
"autumn-sweep-2","2","2","1","2","0.9","250","10","null","249","1.184489631652832","1.1544138458040023"
"absurd-sweep-1","2","1","1","2","0.9","250","10","null","249","2.1980829079945883","1.6440701696607802"
