"Name","omega","num_per_layer","c_1","epochs","num_particles","num_hidden_layers","c_2","_wandb","epoch","val_loss","train_loss"
"rare-sweep-148","0","17","2","250","50","1","2","null","249","0.2896591047445933","0.2348748720354504"
"curious-sweep-147","1","16","2","250","50","1","2","null","249","0.2144807328780492","0.2439210378461414"
"legendary-sweep-146","0.95","16","2","250","50","1","2","null","249","0.16991011500358583","0.17842353582382203"
"smooth-sweep-145","0.9","16","2","250","50","1","2","null","249","0.10036642601092656","0.09902263399627474"
"honest-sweep-143","0.8","16","2","250","50","1","2","null","249","0.0912544161081314","0.08365111036433114"
"misty-sweep-144","0.85","16","2","250","50","1","2","null","249","0.11876514454682668","0.11592359360721376"
"bright-sweep-142","0.75","16","2","250","50","1","2","null","249","0.1099998394648234","0.0805067092180252"
"rich-sweep-140","0.65","16","2","250","50","1","2","null","249","0.07901757458845775","0.07425944457451503"
"valiant-sweep-141","0.7","16","2","250","50","1","2","null","249","0.10241127063830692","0.07335976296001011"
"likely-sweep-139","0.6","16","2","250","50","1","2","null","249","0.07852535992860794","0.07388210925790999"
"celestial-sweep-138","0.55","16","2","250","50","1","2","null","249","0.08455199847618738","0.06043942719697952"
"cosmic-sweep-137","0.5","16","2","250","50","1","2","null","249","0.09530588140090308","0.06745682193173302"
"clean-sweep-136","0.45","16","2","250","50","1","2","null","249","0.06377527217070261","0.04982149816221661"
"sparkling-sweep-135","0.4","16","2","250","50","1","2","null","249","0.07733792761961619","0.06418077498674393"
"amber-sweep-134","0.35","16","2","250","50","1","2","null","249","0.0889307752251625","0.07227060546477636"
"zesty-sweep-133","0.3","16","2","250","50","1","2","null","249","0.09306462158759436","0.07096213284466002"
"blooming-sweep-132","0.25","16","2","250","50","1","2","null","249","0.10156378348668416","0.0778159510758188"
"peach-sweep-131","0.2","16","2","250","50","1","2","null","249","0.08914197385311126","0.06964560457401806"
"summer-sweep-130","0.15","16","2","250","50","1","2","null","249","0.09159050832192105","0.07402974135345883"
"devoted-sweep-129","0.1","16","2","250","50","1","2","null","249","0.09184908171494802","0.06779915731814172"
"eternal-sweep-128","0.05","16","2","250","50","1","2","null","249","0.11203698466221491","0.09144991487264634"
"expert-sweep-127","0","16","2","250","50","1","2","null","249","0.13287552694479624","0.11240735285811954"
"wandering-sweep-126","1","15","2","250","50","1","2","null","249","0.2751417338848114","0.2584135207864973"
"soft-sweep-125","0.95","15","2","250","50","1","2","null","249","0.21306787033875785","0.17939942644702064"
"earthy-sweep-124","0.9","15","2","250","50","1","2","null","249","0.17610302766164143","0.16363009843561385"
"bright-sweep-123","0.85","15","2","250","50","1","2","null","249","0.14893907109896343","0.12913634015454187"
"fancy-sweep-122","0.8","15","2","250","50","1","2","null","249","0.11566250125567118","0.08620936373869578"
"dainty-sweep-121","0.75","15","2","250","50","1","2","null","249","0.07380023300647735","0.06776841854055722"
"sparkling-sweep-120","0.7","15","2","250","50","1","2","null","249","0.07480096171299616","0.05781054091122415"
"lemon-sweep-119","0.65","15","2","250","50","1","2","null","249","0.06943190147479375","0.04919295459985733"
"charmed-sweep-118","0.6","15","2","250","50","1","2","null","249","0.07236992021401724","0.08557447046041489"
"fearless-sweep-117","0.55","15","2","250","50","1","2","null","249","0.09936696539322536","0.0805122133758333"
"sage-sweep-116","0.5","15","2","250","50","1","2","null","249","0.14438638190428416","0.1075641542673111"
"vivid-sweep-115","0.45","15","2","250","50","1","2","null","249","0.12364749610424042","0.0954604493247138"
"fragrant-sweep-114","0.4","15","2","250","50","1","2","null","249","0.12074372271696726","0.13441028396288554"
"pious-sweep-113","0.35","15","2","250","50","1","2","null","249","0.10314414153496423","0.10090077900224262"
"whole-sweep-112","0.3","15","2","250","50","1","2","null","249","0.12230367064476014","0.10069371031390296"
"absurd-sweep-111","0.25","15","2","250","50","1","2","null","249","0.13923125366369885","0.1334042388531897"
"sweepy-sweep-110","0.2","15","2","250","50","1","2","null","249","0.16779277821381886","0.16703610320885975"
"neat-sweep-109","0.15","15","2","250","50","1","2","null","249","0.1752874086300532","0.1929059363073773"
"eternal-sweep-108","0.1","15","2","250","50","1","2","null","249","0.17552847067515057","0.1708177086379793"
"azure-sweep-107","0.05","15","2","250","50","1","2","null","249","0.15675477782885233","0.16903160346878898"
"mild-sweep-106","0","15","2","250","50","1","2","null","249","0.18992446462313337","0.1832640849881702"
"sage-sweep-105","1","14","2","250","50","1","2","null","249","0.27051387826601664","0.27175259788831074"
"chocolate-sweep-104","0.95","14","2","250","50","1","2","null","249","0.1452919413646062","0.15624440511067708"
"clear-sweep-103","0.9","14","2","250","50","1","2","null","249","0.1895314832528432","0.1874708632628123"
"hearty-sweep-102","0.85","14","2","250","50","1","2","null","249","0.1926400234301885","0.1601845297548506"
"usual-sweep-100","0.75","14","2","250","50","1","2","null","249","0.0856793130437533","0.06376449540257453"
"atomic-sweep-101","0.8","14","2","250","50","1","2","null","249","0.07582730253537497","0.06779773011803628"
"vivid-sweep-99","0.7","14","2","250","50","1","2","null","249","0.07649726569652557","0.062130699389510685"
"dulcet-sweep-98","0.65","14","2","250","50","1","2","null","249","0.07529654999574026","0.0641626382039653"
"silver-sweep-97","0.6","14","2","250","50","1","2","null","249","0.08258467217286428","0.0656728443172243"
"graceful-sweep-96","0.55","14","2","250","50","1","2","null","249","0.10027828266223272","0.07895732952488793"
"confused-sweep-95","0.5","14","2","250","50","1","2","null","249","0.08552672962347667","0.07351946127083567"
"celestial-sweep-94","0.45","14","2","250","50","1","2","null","249","0.10010714133580526","0.09290113117959764"
"glad-sweep-93","0.4","14","2","250","50","1","2","null","249","0.137678861618042","0.11492829124132792"
"swift-sweep-92","0.35","14","2","250","50","1","2","null","249","0.10702925572792688","0.10849648763736087"
"splendid-sweep-91","0.3","14","2","250","50","1","2","null","249","0.12000257472197216","0.1033719163801935"
"wandering-sweep-90","0.25","14","2","250","50","1","2","null","249","0.115773173669974","0.11468398521343869"
"wild-sweep-89","0.2","14","2","250","50","1","2","null","249","0.1697674165169398","0.16096542676289877"
"lilac-sweep-88","0.15","14","2","250","50","1","2","null","249","0.16555385887622834","0.13588672048515743"
"floral-sweep-87","0.1","14","2","250","50","1","2","null","249","0.15461767017841338","0.15610729654630026"
"royal-sweep-86","0.05","14","2","250","50","1","2","null","249","0.12601509789625803","0.11508728481001324"
"jumping-sweep-85","0","14","2","250","50","1","2","null","249","0.1670385549465815","0.15128833254178364"
"hardy-sweep-84","1","13","2","250","50","1","2","null","249","0.11130603949228922","0.11457639220688078"
"toasty-sweep-83","0.95","13","2","250","50","1","2","null","249","0.0914156213402748","0.0979907045761744"
"hardy-sweep-82","0.9","13","2","250","50","1","2","null","249","0.07341931263605754","0.08767373247279062"
"valiant-sweep-81","0.85","13","2","250","50","1","2","null","249","0.068570110698541","0.07249408745103413"
"whole-sweep-80","0.8","13","2","250","50","1","2","null","249","0.05433460921049118","0.05293667813142141"
"bright-sweep-79","0.75","13","2","250","50","1","2","null","249","0.08577464570601781","0.08156523174709744"
"efficient-sweep-78","0.7","13","2","250","50","1","2","null","249","0.09486707001924514","0.08107983436849382"
"ethereal-sweep-77","0.65","13","2","250","50","1","2","null","249","0.093935264647007","0.08424059616194832"
"silvery-sweep-76","0.6","13","2","250","50","1","2","null","249","0.10541094740231832","0.0751673999759886"
"zany-sweep-75","0.55","13","2","250","50","1","2","null","249","0.042373727262020114","0.04413371715280745"
"exalted-sweep-74","0.5","13","2","250","50","1","2","null","249","0.08552069316307703","0.09763702717092304"
"clean-sweep-73","0.45","13","2","250","50","1","2","null","249","0.054191778103510536","0.05483978812893232"
"helpful-sweep-72","0.4","13","2","250","50","1","2","null","249","0.08278722067674","0.0949873834848404"
"lyric-sweep-71","0.35","13","2","250","50","1","2","null","249","0.06943212648232779","0.07859867033031252"
"electric-sweep-70","0.3","13","2","250","50","1","2","null","249","0.11508759905894596","0.09174759570095274"
"spring-sweep-69","0.25","13","2","250","50","1","2","null","249","0.1242337554693222","0.119590186741617"
"magic-sweep-68","0.2","13","2","250","50","1","2","null","249","0.10980739444494247","0.11069702406724294"
"deep-sweep-67","0.15","13","2","250","50","1","2","null","249","0.1242546409368515","0.1406627635161082"
"bright-sweep-66","0.1","13","2","250","50","1","2","null","249","0.14506127138932545","0.1453763180308872"
"young-sweep-65","0.05","13","2","250","50","1","2","null","249","0.1302487313747406","0.12480906049410502"
"wandering-sweep-64","0","13","2","250","50","1","2","null","249","0.15766781171162922","0.1555338912540012"
"logical-sweep-63","1","12","2","250","50","1","2","null","249","0.25220085978507994","0.25704381664594017"
"silvery-sweep-62","0.95","12","2","250","50","1","2","null","249","0.20941746830940247","0.17322165734238096"
"solar-sweep-61","0.9","12","2","250","50","1","2","null","249","0.1878136108318965","0.12573293182584974"
"polar-sweep-60","0.85","12","2","250","50","1","2","null","249","0.10146849900484084","0.08787432693772845"
"exalted-sweep-59","0.8","12","2","250","50","1","2","null","249","0.11201342244942984","0.08751315888431337"
"deft-sweep-58","0.75","12","2","250","50","1","2","null","249","0.11981368362903597","0.0666580092575815"
"major-sweep-57","0.7","12","2","250","50","1","2","null","249","0.093818998336792","0.063525742954678"
"eternal-sweep-56","0.65","12","2","250","50","1","2","null","249","0.1053769419590632","0.0970487513475948"
"crimson-sweep-55","0.6","12","2","250","50","1","2","null","249","0.11820559799671174","0.07821622126632266"
"eager-sweep-54","0.55","12","2","250","50","1","2","null","249","0.07733466376860937","0.061739162272877166"
"winter-sweep-53","0.5","12","2","250","50","1","2","null","249","0.08025748630364736","0.0784548543393612"
"stellar-sweep-52","0.45","12","2","250","50","1","2","null","249","0.09399372736612956","0.07068946974145042"
"grateful-sweep-51","0.4","12","2","250","50","1","2","null","249","0.15063668092091878","0.1420910530620151"
"true-sweep-50","0.35","12","2","250","50","1","2","null","249","0.11284686972697576","0.11105831431017982"
"dandy-sweep-49","0.3","12","2","250","50","1","2","null","249","0.08394865741332372","0.07216082397434447"
"legendary-sweep-48","0.25","12","2","250","50","1","2","null","249","0.07599901755650838","0.06315936752491527"
"true-sweep-47","0.2","12","2","250","50","1","2","null","249","0.1121040736635526","0.10846088412735196"
"stilted-sweep-46","0.15","12","2","250","50","1","2","null","249","0.13178444107373555","0.1056324452161789"
"different-sweep-45","0.1","12","2","250","50","1","2","null","249","0.15356513460477192","0.13897104329533047"
"decent-sweep-44","0.05","12","2","250","50","1","2","null","249","0.14587482810020447","0.13608019484413994"
"upbeat-sweep-43","0","12","2","250","50","1","2","null","249","0.13863778710365296","0.13026412510209617"
"classic-sweep-42","1","11","2","250","50","1","2","null","249","0.15250962674617768","0.16390269597371418"
"rural-sweep-41","0.95","11","2","250","50","1","2","null","249","0.1578520933787028","0.12334761685795254"
"likely-sweep-40","0.9","11","2","250","50","1","2","null","249","0.13625686665376027","0.11742008030414582"
"lilac-sweep-39","0.85","11","2","250","50","1","2","null","249","0.08496717264254888","0.07634539753198624"
"winter-sweep-38","0.8","11","2","250","50","1","2","null","249","0.07965096483627955","0.04870915901329782"
"celestial-sweep-37","0.75","11","2","250","50","1","2","null","249","0.0434550570944945","0.04569598991009924"
"dutiful-sweep-36","0.7","11","2","250","50","1","2","null","249","0.06434494604667028","0.05961832387579812"
"swift-sweep-35","0.65","11","2","250","50","1","2","null","249","0.09784730821847916","0.08981118210487896"
"charmed-sweep-34","0.6","11","2","250","50","1","2","null","249","0.05413402865330378","0.04566974503298601"
"rich-sweep-33","0.55","11","2","250","50","1","2","null","249","0.08770192613204321","0.07010816037654877"
"dry-sweep-32","0.5","11","2","250","50","1","2","null","249","0.07288800030946732","0.04925138197011418"
"light-sweep-31","0.45","11","2","250","50","1","2","null","249","0.08130603283643723","0.06592681697673268"
"olive-sweep-30","0.4","11","2","250","50","1","2","null","249","0.10542326966921488","0.0836041010916233"
"classic-sweep-29","0.35","11","2","250","50","1","2","null","249","0.10277473876873652","0.09421694195932812"
"hopeful-sweep-28","0.3","11","2","250","50","1","2","null","249","0.10144615421692532","0.0862079284257359"
"sleek-sweep-27","0.25","11","2","250","50","1","2","null","249","0.08097226768732071","0.08106263188852204"
"good-sweep-26","0.2","11","2","250","50","1","2","null","249","0.13991863826910655","0.11054568191369377"
"sparkling-sweep-25","0.15","11","2","250","50","1","2","null","249","0.0944883311788241","0.10104502820306356"
"lyric-sweep-24","0.1","11","2","250","50","1","2","null","249","0.1002981940905253","0.10443273865514333"
"lunar-sweep-23","0.05","11","2","250","50","1","2","null","249","0.1174416850010554","0.12076500753561656"
"good-sweep-22","0","11","2","250","50","1","2","null","249","0.11862163046995798","0.12618030077881284"
"dark-sweep-21","1","10","2","250","50","1","2","null","249","0.1967058151960373","0.189377576775021"
