"Name","c_1","c_2","epochs","num_particles","num_per_layer","num_hidden_layers","omega","_wandb","val_loss","train_loss","epoch"
"summer-sweep-19","2","0","250","50","10","1","0.9","null","0.7373444199562073","0.5896672103140089","249"
"charmed-sweep-18","2","0","250","50","10","1","0.85","null","0.7369003494580587","0.5896544602182177","249"
"solar-sweep-17","2","0","250","50","10","1","0.8","null","0.7369346340497335","0.5896542999479506","249"
"peach-sweep-16","2","0","250","50","10","1","0.75","null","0.736919351418813","0.5896542986234029","249"
"different-sweep-15","2","0","250","50","10","1","0.7","null","0.8194153547286988","0.5964768356747098","249"
"youthful-sweep-14","2","0","250","50","10","1","0.65","null","0.8110403617223104","0.5964768356747098","249"
"unique-sweep-13","2","0","250","50","10","1","0.6","null","0.8031519214312236","0.5964768356747098","249"
"dulcet-sweep-12","2","0","250","50","10","1","0.55","null","0.7950726707776388","0.5964768356747098","249"
"cosmic-sweep-10","2","0","250","50","10","1","0.45","null","0.7797070582707722","0.5964768356747098","249"
"smooth-sweep-11","2","0","250","50","10","1","0.5","null","0.7870186607042948","0.5964768356747098","249"
"northern-sweep-9","2","0","250","50","10","1","0.4","null","0.7732581694920858","0.5964768356747098","249"
"comic-sweep-8","2","0","250","50","10","1","0.35","null","0.7667922774950663","0.5964768356747098","249"
"olive-sweep-7","2","0","250","50","10","1","0.3","null","0.7597577929496765","0.5964768356747098","249"
"wobbly-sweep-6","2","0","250","50","10","1","0.25","null","0.7527932524681091","0.5964768356747098","249"
"crisp-sweep-5","2","0","250","50","10","1","0.2","null","0.7465444445610047","0.5964768356747098","249"
"brisk-sweep-4","2","0","250","50","10","1","0.15","null","0.7414373517036438","0.5964768356747098","249"
"morning-sweep-3","2","0","250","50","10","1","0.1","null","0.7380380392074585","0.5964768356747098","249"
"toasty-sweep-2","2","0","250","50","10","1","0.05","null","0.7357345859209696","0.5964768356747098","249"
"clear-sweep-1","2","0","250","50","10","1","0","null","0.733801293373108","0.5964768356747098","249"
